parent,id,parent_level,name,rank
choreotrichida,595095,order,lynnellidae,family
choreotrichida,425493,order,leegaardiellidae,family
choreotrichida,414837,order,lohmanniellidae,family
choreotrichida,22563,order,strobilidiidae,family
choreotrichida,22564,order,strombidinopsidae,family
choreotrichida,183554,order,ascampbelliellidae,family
choreotrichida,150201,order,codonellidae,family
choreotrichida,196206,order,codonellopsidae,family
choreotrichida,150202,order,cyttarocylididae,family
choreotrichida,196833,order,dictyocystidae,family
choreotrichida,183560,order,epiplocylididae,family
choreotrichida,150206,order,metacylididae,family
choreotrichida,425499,order,nolaclusiliidae,family
choreotrichida,341333,order,petalotrichidae,family
choreotrichida,196207,order,ptychocylididae,family
choreotrichida,183549,order,rhabdonellidae,family
choreotrichida,425498,order,tintinnida incertae sedis,family
choreotrichida,183533,order,tintinnidae,family
choreotrichida,247914,order,tintinnidiidae,family
choreotrichida,172430,order,undellidae,family
choreotrichida,172809,order,undellidae incertae sedis,family
choreotrichida,172429,order,xystonellidae,family
choristocarpales,NA,order,NA,NA
chromadorida,227134,order,achromadoridae,family
chromadorida,2162,order,chromadoridae,family
chromadorida,2163,order,cyatholaimidae,family
chromadorida,2164,order,ethmolaimidae,family
chromadorida,2165,order,neotonchidae,family
chromadorida,2166,order,selachinematidae,family
chromulinales,160546,order,chromulinaceae,family
chromulinales,599879,order,chromulinales incertae sedis,family
chromulinales,248108,order,chrysamoebaceae,family
chromulinales,509592,order,chrysocapsaceae,family
chromulinales,160547,order,chrysococcaceae,family
chromulinales,573978,order,chrysolepidomonadaceae,family
chromulinales,577558,order,chrysosphaeraceae,family
chromulinales,157239,order,dinobryaceae,family
chromulinales,291416,order,paraphysomonadaceae,family
chrysanthemodiscales,380897,order,chrysanthemodiscaceae,family
chrysomeridales,590464,order,chrysomeridaceae,family
chrysoparadoxales,1359030,order,chrysoparadoxaceae,family
chrysophyceae incertae sedis,NA,order,NA,NA
ciconiiformes,148747,order,ardeidae,family
ciconiiformes,148757,order,threskiornithidae,family
cidaroida,559479,order,anisocidaridae,family
cidaroida,510671,order,diplocidaridae,family
cidaroida,689338,order,heterocidaridae,family
cidaroida,510785,order,miocidaridae,family
cidaroida,510811,order,polycidaridae,family
cidaroida,510824,order,rhabdocidaridae,family
cidaroida,510836,order,serpianotiaridae,family
cidaroida,510853,order,triadocidaridae,family
cidaroida,123158,order,cidaridae,family
cidaroida,510664,order,ctenocidaridae,family
cidaroida,510798,order,paurocidaridae,family
cidaroida,510768,order,histocidaridae,family
cidaroida,510820,order,psychocidaridae,family
cladophorales,143686,order,anadyomenaceae,family
cladophorales,143778,order,boodleaceae,family
cladophorales,143687,order,cladophoraceae,family
cladophorales,547536,order,okellyaceae,family
cladophorales,707601,order,pithophoraceae,family
cladophorales,707607,order,pseudocladophoraceae,family
cladophorales,143779,order,siphonocladaceae,family
cladophorales,143780,order,valoniaceae,family
cladophorales,143688,order,witrockiellaceae,family
clathrinida,164710,order,clathrinida incertae sedis,family
clathrinida,131619,order,clathrinidae,family
clathrinida,606621,order,dendyidae,family
clathrinida,131620,order,leucaltidae,family
clathrinida,131621,order,leucascidae,family
clathrinida,164745,order,leucettidae,family
clathrinida,131622,order,levinellidae,family
climacospheniales,248080,order,climacospheniaceae,family
clionaida,170381,order,acanthochaetetidae,family
clionaida,170417,order,clionaidae,family
clionaida,131672,order,placospongiidae,family
clionaida,131674,order,spirastrellidae,family
clupeiformes,152007,order,chirocentridae,family
clupeiformes,125464,order,clupeidae,family
clupeiformes,714646,order,dussumieriidae,family
clupeiformes,125465,order,engraulidae,family
clupeiformes,267009,order,pristigasteridae,family
clupeiformes,152008,order,sundasalangidae,family
clypeasteroida,510661,order,conoclypidae,family
clypeasteroida,510702,order,faujasiidae,family
clypeasteroida,510789,order,oligopygidae,family
clypeasteroida,510809,order,plesiolampadidae,family
clypeasteroida,196177,order,clypeasteridae,family
clypeasteroida,510712,order,fossulasteridae,family
clypeasteroida,510835,order,scutellinoididae,family
clypeasteroida,510834,order,scutellinidae,family
clypeasteroida,123159,order,fibulariidae,family
clypeasteroida,196178,order,laganidae,family
clypeasteroida,158059,order,echinarachniidae,family
clypeasteroida,510685,order,eoscutellidae,family
clypeasteroida,510814,order,protoscutellidae,family
clypeasteroida,510563,order,rotulidae,family
clypeasteroida,510844,order,taiwanasteridae,family
clypeasteroida,510610,order,abertellidae,family
clypeasteroida,196259,order,astriclypeidae,family
clypeasteroida,510665,order,dendrasteridae,family
clypeasteroida,158063,order,mellitidae,family
clypeasteroida,510786,order,monophorasteridae,family
clypeasteroida,510832,order,scutasteridae,family
clypeasteroida,196179,order,scutellidae,family
coccidiniales,109400,order,chytriodiniaceae,family
coccidiniales,1369361,order,euduboscquellaceae,family
coccolithales,291412,order,calcidiscaceae,family
coccolithales,115064,order,calyptrosphaeraceae,family
coccolithales,178597,order,coccolithaceae,family
coccolithales,115071,order,hymenomonadaceae,family
coccosphaerales,235832,order,braarudosphaeraceae,family
coccosphaerales,235837,order,coccosphaerales incertae sedis,family
coccosphaerales,115065,order,deflandriaceae,family
coccosphaerales,115066,order,halopappaceae,family
cocculinida,22992,order,bathysciadiidae,family
cocculinida,23008,order,cocculinidae,family
codiales,NA,order,NA,NA
codiolales,325415,order,codiolaceae,family
coelacanthiformes,178653,order,coelacanthidae,family
coelacanthiformes,178651,order,latimeriidae,family
colaconematales,172844,order,colaconemataceae,family
coleoptera,989580,order,anthribidae,family
coleoptera,118092,order,carabidae,family
coleoptera,150716,order,curculionidae,family
coleoptera,150718,order,dytiscidae,family
coleoptera,150720,order,heteroceridae,family
coleoptera,150721,order,hydraenidae,family
coleoptera,150733,order,hydrophilidae,family
coleoptera,766414,order,lampyridae,family
coleoptera,493873,order,limnichidae,family
coleoptera,150723,order,melyridae,family
coleoptera,493905,order,salpingidae,family
coleoptera,118093,order,staphylinidae,family
coleoptera,150728,order,tenebrionidae,family
collodaria,NA,order,NA,NA
collothecaceae,134914,order,collothecidae,family
colpodea incertae sedis,NA,order,NA,NA
colpodellida,NA,order,NA,NA
colpodida,1389338,order,colpodidae,family
comatulida,123148,order,antedonidae,family
comatulida,123151,order,pentametrocrinidae,family
comatulida,163752,order,zenometridae,family
comatulida,123149,order,atelecrinidae,family
comatulida,123144,order,bathycrinidae,family
comatulida,123146,order,phrynocrinidae,family
comatulida,1384778,order,rhizocrinidae,family
comatulida,711473,order,atopocrinidae,family
comatulida,123145,order,bourgueticrinidae,family
comatulida,246665,order,eudiocrinidae,family
comatulida,246672,order,guillecrinidae,family
comatulida,412715,order,septocrinidae,family
comatulida,828512,order,comatulidae,family
comatulida,196173,order,colobometridae,family
comatulida,196174,order,himerometridae,family
comatulida,196175,order,mariametridae,family
comatulida,246666,order,zygometridae,family
comatulida,246670,order,aporometridae,family
comatulida,173883,order,notocrinidae,family
comatulida,246667,order,asterometridae,family
comatulida,246668,order,calometridae,family
comatulida,196172,order,charitometridae,family
comatulida,246669,order,ptilometridae,family
comatulida,123152,order,thalassometridae,family
comatulida,196176,order,tropiometridae,family
commatiida,1293740,order,commatiidae,family
compsopogonales,143690,order,compsopogonaceae,family
conocardiida,1455143,order,bransoniidae,family
conocardiida,1450048,order,conocardiidae,family
conocardiida,1455142,order,hippocardiidae,family
conocardiida,1455145,order,pseudobigaleaidae,family
conulatae,NA,order,NA,NA
copelata,103354,order,fritillariidae,family
copelata,160544,order,kowalevskiidae,family
copelata,103356,order,oikopleuridae,family
coraciiformes,196048,order,alcedinidae,family
coraciiformes,196027,order,coraciidae,family
corallimorpharia,100685,order,corallimorphidae,family
corallimorpharia,742313,order,discosomidae,family
corallimorpharia,266941,order,ricordeidae,family
corallimorpharia,853970,order,sideractinidae,family
corallinales,143691,order,corallinaceae,family
corallinales,1309285,order,hydrolithaceae,family
corallinales,1304944,order,lithophyllaceae,family
corallinales,1305091,order,lithothamniaceae,family
corallinales,1306666,order,mastoporaceae,family
corallinales,1306670,order,porolithaceae,family
corallinales,1305090,order,spongitaceae,family
corethrales,149108,order,corethraceae,family
coronatae,135229,order,atollidae,family
coronatae,135230,order,atorellidae,family
coronatae,888442,order,coronatae incertae sedis,family
coronatae,196196,order,linuchidae,family
coronatae,135231,order,nausithoidae,family
coronatae,135232,order,paraphyllinidae,family
coronatae,135233,order,periphyllidae,family
coscinodiscales,149278,order,aulacodiscaceae,family
coscinodiscales,148916,order,coscinodiscaceae,family
coscinodiscales,148946,order,heliopeltaceae,family
coscinodiscales,148943,order,hemidiscaceae,family
coscinodiscales,599621,order,hemipeltaceae,family
coscinodiscales,599622,order,rocellaceae,family
coscinodiscales,987004,order,stellarimaceae,family
craniida,104024,order,craniidae,family
crassiclitellata,22960,order,megascolecidae,family
crocodylia,886663,order,alligatoridae,family
crocodylia,342631,order,crocodylidae,family
crustoidea,579915,order,hormograptidae,family
crustoidea,579897,order,wimanicrustidae,family
cryomonadida,742628,order,protaspidae,family
cryptofilida,872055,order,nanofilidae,family
cryptogemmida,105936,order,actinichonidae,family
cryptogemmida,425459,order,echinichonidae,family
cryptogemmida,105937,order,inversochonidae,family
cryptogemmida,105938,order,isochonidae,family
cryptogemmida,425460,order,isochonopsidae,family
cryptogemmida,105939,order,stylochonidae,family
cryptolobiferida,264860,order,cryptolobatidae,family
cryptomonadales,1391360,order,baffinellaceae,family
cryptomonadales,22576,order,campylomonadaceae,family
cryptomonadales,17644,order,cryptomonadaceae,family
cryptomonadales,17641,order,hemiselmidaceae,family
cryptomonadales,178563,order,hilleaceae,family
cryptophialida,173704,order,cryptophialidae,family
cryptophyceae incertae sedis,NA,order,NA,NA
cryptostomida,1371667,order,kielceporidae,family
cryptostomida,1371668,order,palescharidae,family
cryptostomida,1371663,order,tamaroclemidae,family
cryptostomida,1371628,order,goldfussitrypidae,family
cryptostomida,1371629,order,maychellidae,family
cryptostomida,1371630,order,mediaporidae,family
cryptostomida,1371631,order,medvedkellidae,family
cryptostomida,1371635,order,nicklesoporidae,family
cryptostomida,1371639,order,vidronovellidae,family
cryptostomida,1371602,order,escharoporidae,family
cryptostomida,468494,order,intraporidae,family
cryptostomida,1371609,order,mysticellidae,family
cryptostomida,1371605,order,phaenoporidae,family
cryptostomida,1371603,order,phragmopheridae,family
cryptostomida,468499,order,ptilodictyidae,family
cryptostomida,468502,order,rhinidictyidae,family
cryptostomida,468505,order,stictoporellidae,family
cryptostomida,1371604,order,virgatellidae,family
cryptostomida,1371607,order,worthenoporidae,family
cryptostomida,1371610,order,arthrostylidae,family
cryptostomida,1371615,order,bactroporidae,family
cryptostomida,467953,order,hyphasmoporidae,family
cryptostomida,1371612,order,lenaporidae,family
cryptostomida,468496,order,nikiforovellidae,family
cryptostomida,1371616,order,pseudoascoporidae,family
cryptostomida,468501,order,rhabdomesidae,family
cryptostomida,1371613,order,rhomboporidae,family
cryptostomida,1371618,order,streblascoporidae,family
cryptostomida,1371658,order,nematoporidae,family
cryptostomida,1371660,order,nematotrypidae,family
cryptostomida,1371656,order,nudymiellidae,family
cryptostomida,1371655,order,streblotrypidae,family
cryptostomida,1371623,order,girtyporidae,family
cryptostomida,1371625,order,murengoloclemidae,family
cryptostomida,1371622,order,timanodictyidae,family
ctenostomatida,110785,order,benedeniporidae,family
ctenostomatida,467897,order,labiostomellidae,family
ctenostomatida,1371723,order,ascodictyidae,family
ctenostomatida,467905,order,panolicellidae,family
ctenostomatida,110783,order,alcyonidiidae,family
ctenostomatida,110788,order,clavoporidae,family
ctenostomatida,943503,order,monobryozoidae,family
ctenostomatida,943502,order,pachyzoidae,family
ctenostomatida,110798,order,pherusellidae,family
ctenostomatida,943501,order,haywardozoidae,family
ctenostomatida,110789,order,flustrellidridae,family
ctenostomatida,467901,order,aeverrilliidae,family
ctenostomatida,467902,order,farrellidae,family
ctenostomatida,110784,order,arachnidiidae,family
ctenostomatida,467904,order,hislopiidae,family
ctenostomatida,110797,order,penetrantiidae,family
ctenostomatida,1371718,order,orbignyoporidae,family
ctenostomatida,1371715,order,ropalonariidae,family
ctenostomatida,110799,order,spathiporidae,family
ctenostomatida,110800,order,terebriporidae,family
ctenostomatida,1371721,order,vinellidae,family
ctenostomatida,1371716,order,voigtellidae,family
ctenostomatida,110801,order,triticellidae,family
ctenostomatida,467903,order,harmeriellidae,family
ctenostomatida,110790,order,hypophorellidae,family
ctenostomatida,827138,order,jebramellidae,family
ctenostomatida,110793,order,mimosellidae,family
ctenostomatida,110804,order,walkeriidae,family
ctenostomatida,943499,order,bathyalozoidae,family
ctenostomatida,110786,order,buskiidae,family
ctenostomatida,110802,order,vesiculariidae,family
ctenostomatida,943500,order,aethozoidae,family
ctenostomatida,110791,order,immergentiidae,family
ctenostomatida,110795,order,nolellidae,family
ctenostomatida,467899,order,sundanellidae,family
ctenostomatida,110803,order,victorellidae,family
cumacea,110378,order,bodotriidae,family
cumacea,110379,order,ceratocumatidae,family
cumacea,110380,order,diastylidae,family
cumacea,181392,order,gynodiastylidae,family
cumacea,110381,order,lampropidae,family
cumacea,110382,order,leuconidae,family
cumacea,110383,order,nannastacidae,family
cumacea,110384,order,pseudocumatidae,family
cutleriales,143701,order,cutleriaceae,family
cycloneritida,411637,order,neritiliidae,family
cycloneritida,933003,order,naticopsidae,family
cycloneritida,1054559,order,scalaneritinidae,family
cycloneritida,933005,order,trachyspiridae,family
cycloneritida,1054560,order,tricolnaticopsidae,family
cycloneritida,833842,order,cortinellidae,family
cycloneritida,865729,order,neridomidae,family
cycloneritida,1052694,order,neritariidae,family
cycloneritida,13588,order,neritidae,family
cycloneritida,1052695,order,otostomidae,family
cycloneritida,865722,order,parvulatopsidae,family
cycloneritida,180860,order,phenacolepadidae,family
cycloneritida,833841,order,pileolidae,family
cycloneritida,833843,order,delphinulopsidae,family
cycloneritida,1054480,order,fedaiellidae,family
cycloneritida,196316,order,neritopsidae,family
cycloneritida,1054478,order,palaeonaricidae,family
cyclophorales,450715,order,cyclophoraceae,family
cyclophorales,248084,order,entopylaceae,family
cyclophyllidea,515788,order,acoleidae,family
cyclophyllidea,104926,order,amabiliidae,family
cyclophyllidea,104927,order,davaineidae,family
cyclophyllidea,104928,order,dilepididae,family
cyclophyllidea,380403,order,diploposthidae,family
cyclophyllidea,104929,order,gryporhynchidae,family
cyclophyllidea,104930,order,hymenolepididae,family
cyclophyllidea,380402,order,progynotaeniidae,family
cyclophyllidea,836253,order,schistotaeniidae,family
cyclophyllidea,836271,order,taeniidae,family
cyclopoida,106415,order,cyclopoida incertae sedis,family
cyclopoida,1035035,order,cyclopicinidae,family
cyclopoida,106409,order,ascidicolidae,family
cyclopoida,106410,order,botryllophilidae,family
cyclopoida,106411,order,buproridae,family
cyclopoida,106413,order,cyclopidae,family
cyclopoida,1451243,order,doropygidae,family
cyclopoida,106417,order,enterognathidae,family
cyclopoida,106418,order,enteropsidae,family
cyclopoida,1388630,order,euryteidae,family
cyclopoida,106419,order,fratiidae,family
cyclopoida,1388631,order,halicyclopidae,family
cyclopoida,149769,order,lernaeidae,family
cyclopoida,437246,order,abrsiidae,family
cyclopoida,345944,order,anchimolgidae,family
cyclopoida,128561,order,anomoclausiidae,family
cyclopoida,128562,order,antheacheridae,family
cyclopoida,128563,order,anthessiidae,family
cyclopoida,128564,order,bomolochidae,family
cyclopoida,383258,order,bradophilidae,family
cyclopoida,128565,order,catiniidae,family
cyclopoida,128566,order,chondracanthidae,family
cyclopoida,128567,order,clausidiidae,family
cyclopoida,128568,order,clausiidae,family
cyclopoida,345957,order,corallovexiidae,family
cyclopoida,128569,order,corycaeidae,family
cyclopoida,345961,order,echiurophilidae,family
cyclopoida,128570,order,entobiidae,family
cyclopoida,345996,order,erebonasteridae,family
cyclopoida,128571,order,ergasilidae,family
cyclopoida,128572,order,eunicicolidae,family
cyclopoida,833968,order,gadilicolidae,family
cyclopoida,128573,order,gastrodelphyidae,family
cyclopoida,345963,order,giselinidae,family
cyclopoida,128574,order,herpyllobiidae,family
cyclopoida,128575,order,intramolgidae,family
cyclopoida,760561,order,iveidae,family
cyclopoida,853060,order,jasmineiricolidae,family
cyclopoida,345997,order,kelleriidae,family
cyclopoida,128576,order,lamippidae,family
cyclopoida,887782,order,leaniricolidae,family
cyclopoida,128577,order,lichomolgidae,family
cyclopoida,128578,order,lubbockiidae,family
cyclopoida,128579,order,macrochironidae,family
cyclopoida,594989,order,makrostrotidae,family
cyclopoida,128580,order,mesoglicolidae,family
cyclopoida,345967,order,micrallectidae,family
cyclopoida,128581,order,myicolidae,family
cyclopoida,128582,order,mytilicolidae,family
cyclopoida,128583,order,nereicolidae,family
cyclopoida,128585,order,octopicolidae,family
cyclopoida,128586,order,oncaeidae,family
cyclopoida,345969,order,paralubbockiidae,family
cyclopoida,128588,order,philichthyidae,family
cyclopoida,345999,order,philoblennidae,family
cyclopoida,1339441,order,pholoicolidae,family
cyclopoida,128589,order,phyllodicolidae,family
cyclopoida,382804,order,pionodesmotidae,family
cyclopoida,346000,order,polyankyliidae,family
cyclopoida,887779,order,praxillinicolidae,family
cyclopoida,128591,order,pseudanthessiidae,family
cyclopoida,128592,order,rhynchomolgidae,family
cyclopoida,128593,order,sabelliphilidae,family
cyclopoida,128594,order,saccopsidae,family
cyclopoida,128595,order,sapphirinidae,family
cyclopoida,345974,order,schminkepinellidae,family
cyclopoida,128596,order,serpulidicolidae,family
cyclopoida,346001,order,shiinoidae,family
cyclopoida,128597,order,spiophanicolidae,family
cyclopoida,346002,order,splanchnotrophidae,family
cyclopoida,888353,order,strepidae,family
cyclopoida,128599,order,synapticolidae,family
cyclopoida,128600,order,synaptiphilidae,family
cyclopoida,128601,order,taeniacanthidae,family
cyclopoida,346003,order,telsidae,family
cyclopoida,346004,order,thamnomolgidae,family
cyclopoida,346005,order,urocopiidae,family
cyclopoida,346006,order,vahiniidae,family
cyclopoida,128602,order,ventriculinidae,family
cyclopoida,345594,order,xarifiidae,family
cyclopoida,345982,order,xenocoelomatidae,family
cyclopoida,345947,order,archinotodelphyidae,family
cyclopoida,345995,order,chitonophilidae,family
cyclopoida,106412,order,chordeumiidae,family
cyclopoida,345958,order,cucumaricolidae,family
cyclopoida,345959,order,cyclopettidae,family
cyclopoida,106414,order,cyclopinidae,family
cyclopoida,345964,order,hemicyclopinidae,family
cyclopoida,345966,order,mantridae,family
cyclopoida,106421,order,notodelphyidae,family
cyclopoida,106422,order,oithonidae,family
cyclopoida,345970,order,psammocyclopinidae,family
cyclopoida,345971,order,pterinopsyllidae,family
cyclopoida,1035038,order,smirnovipinidae,family
cyclopoida,345978,order,speleoithonidae,family
cyclopoida,106423,order,thaumatopsyllidae,family
cyclostomatida,110806,order,crisiidae,family
cyclostomatida,467890,order,crisuliporidae,family
cyclostomatida,467893,order,calvetiidae,family
cyclostomatida,1371478,order,canaliporidae,family
cyclostomatida,1371471,order,crassodiscoporidae,family
cyclostomatida,467894,order,crisinidae,family
cyclostomatida,467895,order,cytididae,family
cyclostomatida,110808,order,horneridae,family
cyclostomatida,467892,order,petaloporidae,family
cyclostomatida,467896,order,pseudidmoneidae,family
cyclostomatida,467891,order,stigmatoechidae,family
cyclostomatida,1371487,order,cavidae,family
cyclostomatida,238300,order,cerioporidae,family
cyclostomatida,1371483,order,clausidae,family
cyclostomatida,1371490,order,corymboporidae,family
cyclostomatida,146810,order,densiporidae,family
cyclostomatida,248341,order,heteroporidae,family
cyclostomatida,1371481,order,leiosoeciidae,family
cyclostomatida,1371493,order,pseudocerioporidae,family
cyclostomatida,1371488,order,sulcocavidae,family
cyclostomatida,467889,order,actinoporidae,family
cyclostomatida,160489,order,frondiporidae,family
cyclostomatida,238299,order,hastingsiidae,family
cyclostomatida,238297,order,semiceidae,family
cyclostomatida,1371468,order,siphoniotyphlidae,family
cyclostomatida,1371465,order,theonoidae,family
cyclostomatida,1371507,order,hederellidae,family
cyclostomatida,1371508,order,reptariidae,family
cyclostomatida,1371448,order,corynotrypidae,family
cyclostomatida,1371450,order,crownoporidae,family
cyclostomatida,1371451,order,flabellotrypidae,family
cyclostomatida,1371449,order,sagenellidae,family
cyclostomatida,1299129,order,alyonushkidae,family
cyclostomatida,1299139,order,anyutidae,family
cyclostomatida,110809,order,lichenoporidae,family
cyclostomatida,110805,order,annectocymidae,family
cyclostomatida,467886,order,bereniceidae,family
cyclostomatida,1371455,order,celluliporidae,family
cyclostomatida,467943,order,cinctiporidae,family
cyclostomatida,248334,order,diaperoeciidae,family
cyclostomatida,1371454,order,diploclemidae,family
cyclostomatida,467887,order,entalophoridae,family
cyclostomatida,468860,order,idmoneidae,family
cyclostomatida,110810,order,mecynoeciidae,family
cyclostomatida,467885,order,multisparsidae,family
cyclostomatida,110811,order,oncousoeciidae,family
cyclostomatida,468498,order,phaceloporidae,family
cyclostomatida,467955,order,plagioeciidae,family
cyclostomatida,467888,order,pustuloporidae,family
cyclostomatida,1371456,order,spiroporidae,family
cyclostomatida,468861,order,stomatoporidae,family
cyclostomatida,110813,order,terviidae,family
cyclostomatida,110814,order,tubuliporidae,family
cyclotrichiida,292894,order,mesodiniidae,family
cydippida,264855,order,aulacoctenidae,family
cydippida,264856,order,bathyctenidae,family
cydippida,264857,order,cryptocodidae,family
cydippida,106319,order,ctenellidae,family
cydippida,238000,order,cydippida incertae sedis,family
cydippida,106320,order,dryodoridae,family
cydippida,264858,order,euchloridae,family
cydippida,848355,order,euplokamididae,family
cydippida,106321,order,haeckeliidae,family
cydippida,106322,order,lampeidae,family
cydippida,106323,order,mertensiidae,family
cydippida,106324,order,pleurobrachiidae,family
cydippida,848352,order,pukiidae,family
cydippida,1435017,order,vampyroctenidae,family
cymatosirales,149010,order,cymatosiraceae,family
cymbellales,149410,order,anomoeoneidaceae,family
cymbellales,149537,order,cymbellaceae,family
cymbellales,149552,order,gomphonemataceae,family
cymbellales,149390,order,rhoicospheniaceae,family
cyprilepadiformes,718805,order,cyprilepadidae,family
cypriniformes,154177,order,balitoridae,family
cypriniformes,154179,order,catostomidae,family
cypriniformes,154174,order,cobitidae,family
cypriniformes,154163,order,cyprinidae,family
cypriniformes,826577,order,nemacheilidae,family
cyprinodontiformes,154390,order,anablepidae,family
cyprinodontiformes,154441,order,aplocheilidae,family
cyprinodontiformes,1310230,order,cynolebiidae,family
cyprinodontiformes,125466,order,cyprinodontidae,family
cyprinodontiformes,154194,order,fundulidae,family
cyprinodontiformes,154195,order,goodeidae,family
cyprinodontiformes,267010,order,nothobranchiidae,family
cyprinodontiformes,154389,order,poeciliidae,family
cyprinodontiformes,267011,order,rivulidae,family
cyrtocrinida,714677,order,sclerocrinidae,family
cyrtocrinida,246655,order,eudesicrinidae,family
cyrtocrinida,123153,order,holopodidae,family
cyrtolophosidida,414797,order,cyrtolophosididae,family
cyrtolophosidida,414866,order,platyophryidae,family
cyrtolophosidida,414924,order,woodruffiidae,family
cyrtonellida,1425765,order,cyrtolitidae,family
cyrtoneritida,833837,order,orthonychiidae,family
cyrtoneritida,833838,order,vltaviellidae,family
cystoporida,1371446,order,acanthoceramoporellidae,family
cystoporida,468489,order,ceramoporidae,family
cystoporida,1371516,order,revalotrypidae,family
cystoporida,1371526,order,actinotrypidae,family
cystoporida,468487,order,anolotichiidae,family
cystoporida,1371524,order,botrylloporidae,family
cystoporida,1371521,order,constellariidae,family
cystoporida,467960,order,fistuliporidae,family
cystoporida,468862,order,rhinoporidae,family
cystoporida,1371520,order,xenotrypidae,family
cystoporida,468490,order,cystodictyonidae,family
cystoporida,1371531,order,etherellidae,family
cystoporida,1373413,order,evactinoporidae,family
cystoporida,468492,order,goniocladiidae,family
cystoporida,467949,order,hexagonellidae,family
dactylogyridea,391652,order,amphibdellatidae,family
dactylogyridea,517902,order,ancylodiscoididae,family
dactylogyridea,119224,order,calceostomatidae,family
dactylogyridea,119226,order,dactylogyridae,family
dactylogyridea,119228,order,diplectanidae,family
dactylogyridea,717340,order,fridericianellidae,family
dactylogyridea,518765,order,neocalceostomatidae,family
dactylogyridea,517906,order,neotetraonchidae,family
dactylogyridea,518766,order,protogyrodactylidae,family
dactylogyridea,517903,order,pseudodactylogyridae,family
dactylogyridea,119233,order,tetraonchidae,family
dasycladales,143702,order,dasycladaceae,family
dasycladales,143703,order,polyphysaceae,family
decapoda,106725,order,aristeidae,family
decapoda,106726,order,benthesicymidae,family
decapoda,106727,order,penaeidae,family
decapoda,106728,order,sicyoniidae,family
decapoda,106729,order,solenoceridae,family
decapoda,106730,order,luciferidae,family
decapoda,106731,order,sergestidae,family
decapoda,106794,order,palinuridae,family
decapoda,106795,order,scyllaridae,family
decapoda,1397713,order,anacalliacidae,family
decapoda,106798,order,axiidae,family
decapoda,106800,order,callianassidae,family
decapoda,477352,order,callianideidae,family
decapoda,1214590,order,callianopsidae,family
decapoda,1397714,order,callichiridae,family
decapoda,106801,order,ctenochelidae,family
decapoda,1251869,order,eucalliacidae,family
decapoda,414844,order,micheleidae,family
decapoda,1214601,order,paracalliacidae,family
decapoda,477356,order,strahlaxiidae,family
decapoda,988012,order,anchialocarididae,family
decapoda,477325,order,axianassidae,family
decapoda,106802,order,laomediidae,family
decapoda,196160,order,thalassinidae,family
decapoda,106803,order,upogebiidae,family
decapoda,106793,order,polychelidae,family
decapoda,240666,order,procarididae,family
decapoda,390905,order,macromaxillocarididae,family
decapoda,106796,order,spongicolidae,family
decapoda,106797,order,stenopodidae,family
decapoda,106732,order,chirostylidae,family
decapoda,562590,order,eumunididae,family
decapoda,249749,order,kiwaidae,family
decapoda,1310408,order,sternostylidae,family
decapoda,106733,order,galatheidae,family
decapoda,562645,order,munididae,family
decapoda,562642,order,munidopsidae,family
decapoda,106734,order,porcellanidae,family
decapoda,106735,order,albuneidae,family
decapoda,467686,order,blepharipodidae,family
decapoda,158390,order,hippidae,family
decapoda,590101,order,hapalogastridae,family
decapoda,106737,order,lithodidae,family
decapoda,366104,order,lomisidae,family
decapoda,196140,order,coenobitidae,family
decapoda,106736,order,diogenidae,family
decapoda,106738,order,paguridae,family
decapoda,106739,order,parapaguridae,family
decapoda,196156,order,pylochelidae,family
decapoda,364527,order,pylojacquesidae,family
decapoda,106740,order,enoplometopidae,family
decapoda,106741,order,nephropidae,family
decapoda,106776,order,alpheidae,family
decapoda,240699,order,barbouriidae,family
decapoda,883937,order,bythocarididae,family
decapoda,106777,order,hippolytidae,family
decapoda,883936,order,lysmatidae,family
decapoda,883966,order,merguiidae,family
decapoda,106778,order,ogyrididae,family
decapoda,883967,order,thoridae,family
decapoda,148534,order,atyidae,family
decapoda,391189,order,agostocarididae,family
decapoda,106779,order,alvinocarididae,family
decapoda,106780,order,bresiliidae,family
decapoda,414803,order,disciadidae,family
decapoda,414875,order,pseudochelidae,family
decapoda,106781,order,bathypalaemonellidae,family
decapoda,196142,order,campylonotidae,family
decapoda,106782,order,crangonidae,family
decapoda,106783,order,glyphocrangonidae,family
decapoda,240678,order,eugonatonotidae,family
decapoda,1067596,order,lipkiidae,family
decapoda,106784,order,nematocarcinidae,family
decapoda,106785,order,rhynchocinetidae,family
decapoda,585943,order,acanthephyridae,family
decapoda,106786,order,oplophoridae,family
decapoda,240681,order,desmocarididae,family
decapoda,106788,order,palaemonidae,family
decapoda,1355511,order,chlorotocellidae,family
decapoda,106789,order,pandalidae,family
decapoda,106790,order,pasiphaeidae,family
decapoda,513954,order,physetocarididae,family
decapoda,106791,order,processidae,family
decapoda,414874,order,psalidopodidae,family
decapoda,106792,order,stylodactylidae,family
decapoda,382823,order,glypheidae,family
decapoda,345797,order,cyclodorippidae,family
decapoda,106770,order,cymonomidae,family
decapoda,439166,order,phyllotymolinidae,family
decapoda,106742,order,dromiidae,family
decapoda,196150,order,dynomenidae,family
decapoda,106743,order,homolodromiidae,family
decapoda,106744,order,homolidae,family
decapoda,106745,order,latreilliidae,family
decapoda,439173,order,poupiniidae,family
